Grocery_Stores_Per1000,FFRPTH14,FOODINSEC_13_15,Median_Income,Adult_Obesity_Rate13,Adult_Diabetes_Rate13,Farmers_Markets_Count_16,Poverty_Rate,PCT_LACCESS_POP15,LACCESS_LOWI15,Population,Adult_Obesity_Rate_08,Adult_Diabetes_Rate_08,GYMs_09_Count,GYMs_14_Count,GYMs_Change_09_14_Rate,GYMs_Per_1000_Count_09,GYMs_Per_1000_Count_14,GYMs_Per_1000_Count_Change_09_14_Rate,Food_Tax_Rate_14,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,PCT_LOCLFARM12,PC_DIRSALES12,PCH_DIRSALES_07_12,FMRKTPTH16,PCH_FMRKTPTH_09_16,PCT_FMRKT_SNAP16,PCH_VEG_ACRESPTH_07_12,FARM_TO_SCHOOL13,PCH_FRESHVEG_FARMS_07_12,FOODINSEC_10_12,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,GROC09,GROC14,GROCPTH09,PCH_GROCPTH_09_14,FFR09,FFR14,FFRPTH09,FSR09,FSR14,FSRPTH09,FSRPTH14,LACCESS_POP10,LACCESS_POP15,PCT_LACCESS_POP10,LACCESS_LOWI10,LACCESS_HISP15,LACCESS_NHASIAN15,LACCESS_BLACK15,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_65OLDER10,PCT_18YOUNGER10,POPLOSS10,FIPS,State,County,Min_PCT,Max_PCT,CategoryName,Description,CategoryName_restaurant,RuleDescription,Risk_Level,Rule_Description,StatusName,Rule_Description_socio,ProfileName,Description_local
0.136577815,0.455259384,17.6,42767.0,35.9,13.3,0.0,20.2,3.3680065770122813,637.419527463016,43941.0,34.8,10.2,3.0,2.0,-33.333333333,0.068990893,0.0455259,-34.011669816,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,10.681399631675875,19.085978442456003,46.57293497363796,0.0,0.0,0.0,-1.8674050850172819,0.0,21.62162162162162,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,7.0,6.0,0.160978751,-15.157861191,23.0,20.0,0.528930181,17.0,18.0,0.390948395,0.409733446,1456.67789105128,1469.89911040547,3.3377125565412094,736.957576654768,80.8955563084601,2.44608596841863,245.009063745252,81.10120752468896,9.55708819283734,7.83630822812364,13.566895034713472,25.11284742112137,0.0,1063.28,AL,Chilton,0.0,10.0,High access,<10% low-access,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Poverty,Individuals or households below the federal poverty line,Non-Local Market,County with strong economic dependence on external markets or imports
0.22517451,0.45034902,17.6,35089.0,40.8,18.1,1.0,24.4,19.50281549095887,1010.37917647658,12993.0,36.5,14.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.136671,0.9925836,1.0594,4.0,4.0,4.0,4.0,5.64516129032258,1.9198109724580965,5.248618784530387,0.07696451935657661,7.673362579850697,0.0,4.9693568633242275,0.0,-22.22222222222222,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,4.0,3.0,0.286204923,-21.32402612,4.0,6.0,0.286204923,7.0,5.0,0.500858615,0.37529085,2612.25386849156,2702.89519889199,18.848790450188034,1611.53400261431,11.3219366595533,0.0,1945.20992664021,55.55956418211993,43.22101161699978,0.5267335305577603,18.17591456815066,22.663972869615414,1.0,1063.28,AL,Choctaw,10.0,20.0,Moderate access,10% = low-access < 20%,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Poverty,Individuals or households below the federal poverty line,Local Market,County with majority of businesses and consumers operating within local supply chains
0.20044097,1.042293045,17.6,37317.0,38.2,16.3,2.0,22.2,22.11483889428084,2881.59682914038,24392.0,36.0,14.1,2.0,3.0,50.0,0.076810815,0.120264582,56.572459411,4.0,1.136671,0.9925836,1.0594,4.0,4.0,4.0,4.0,6.844106463878327,1.670378619153675,20.0,0.0819940964250574,113.52902591013432,50.0,5.138402799872733,0.0,14.285714285714285,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,6.0,5.0,0.230432445,-13.015300327,23.0,26.0,0.883324372,13.0,15.0,0.499270297,0.60132291,5060.66098327353,5712.92633155957,19.589908192132274,2901.6949963233,80.7730089934842,13.8811023244634,3395.89371151663,53.97359965935045,43.66507954941354,1.0490457941392792,16.157627840359233,24.731932024929353,0.0,1063.28,AL,Clarke,10.0,20.0,Moderate access,10% = low-access < 20%,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Poverty,Individuals or households below the federal poverty line,Local Market,County with majority of businesses and consumers operating within local supply chains
0.22136954,0.295159386,17.6,38908.0,37.3,14.6,2.0,18.4,4.613414584500919,324.180904914649,13492.0,32.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,2.7431421446384037,2.89833531510107,25.806451612903224,0.14823599169878446,102.19389267714214,0.0,-0.8776683092757533,0.0,300.0,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,3.0,3.0,0.214193917,3.350059032,4.0,4.0,0.285591889,7.0,6.0,0.499785806,0.442739079,742.771697930452,642.740919912668,5.331407536107178,268.741082133232,11.1301351978154,0.960742453118655,64.5658169997632,80.289979902383,14.699971289118578,2.863910422049957,17.578237151880565,22.566752799310937,0.0,1063.28,AL,Clay,0.0,10.0,High access,<10% low-access,Full-Service,Restaurants offrant un service complet à table,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Low Income,Households with income below 40% of the mean income,Local Market,County with majority of businesses and consumers operating within local supply chains
0.132625995,0.530503979,17.6,42136.0,30.0,12.6,1.0,18.9,5.273411320245745,310.177285017567,14924.0,28.8,11.0,0.0,1.0,0.0,0.0,0.066312997,0.0,4.0,0.8567245,0.9908802,0.799857,4.0,4.0,4.0,4.0,4.105571847507331,0.6031767307821192,-64.0,0.06700616456714018,-1.105601715357766,0.0,-0.8176395683935402,0.0,33.33333333333333,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,3.0,2.0,0.201099343,-34.049513705,7.0,8.0,0.469231801,4.0,2.0,0.268132457,0.132625995,146.863495852805,789.535142867193,0.980921024931906,80.3899912656715,13.6692528047388,0.119914183749643,1.90372347831726,93.21399946566925,3.2994923857868024,2.0504942559444297,15.769436281057974,23.71760619823671,0.0,1063.28,AL,Cleburne,0.0,10.0,High access,<10% low-access,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,Moderate Risk,Counties with obesity rate between 25% and 35% or diabetes rate between 8% and 10%,Low Income,Households with income below 40% of the mean income,Local Market,County with majority of businesses and consumers operating within local supply chains
0.098214461,0.667858335,17.6,46858.0,33.7,15.9,1.0,16.2,20.994005725991233,2987.49134413558,51226.0,32.7,12.1,5.0,4.0,-20.0,0.101132686,0.078571569,-22.308432694,4.0,1.136671,0.9925836,1.0594,4.0,4.0,4.0,4.0,4.115684093437152,2.0127801770464893,8.421052631578947,0.019521336821145513,-5.057978370358731,0.0,-7.259687725949228,1.0,-11.11111111111111,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,7.0,5.0,0.141585761,-30.632529191,35.0,34.0,0.707928803,31.0,28.0,0.627022654,0.550000982,11395.3204024342,10486.0859800181,22.81436774732562,3708.84461474846,606.831658120654,233.563263012686,1130.79072890261,72.3432369664451,16.531192440137744,6.366621286137583,14.435012412909426,24.193160887322815,0.0,1063.28,AL,Coffee,10.0,20.0,Moderate access,10% = low-access < 20%,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Middle Income,Households with income between 40% and 60% of the mean income,Mixed Market,County with a balance between local and external business interactions
0.183341584,0.953376235,17.6,41171.0,37.5,11.1,3.0,18.1,20.385952642876276,3565.96174438536,54216.0,34.7,13.5,4.0,6.0,50.0,0.073494286,0.11000495,49.678235521,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,3.7845705967976713,1.321779997062711,5.88235294117647,0.05533421868083223,0.7802124833997964,33.3333333333333,0.02570127772066206,1.0,-63.33333333333333,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,9.0,10.0,0.165362143,10.872767052,41.0,52.0,0.75331643,40.0,38.0,0.734942858,0.696698018,9519.55115267744,11095.6663044647,17.490172618280003,2770.28491104755,199.100281337003,81.874265876686,1254.05606023697,79.61710884103769,15.988094363195415,2.0081575659586974,17.386271771882118,22.109943411479385,0.0,1063.28,AL,Colbert,10.0,20.0,Moderate access,10% = low-access < 20%,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Low Income,Households with income below 40% of the mean income,Mixed Market,County with a balance between local and external business interactions
0.157853197,0.552486188,17.6,29981.0,36.4,17.4,1.0,28.3,26.900207440887964,1750.03480396498,12395.0,32.1,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.136671,0.9925836,1.0594,4.0,4.0,4.0,4.0,3.7572254335260116,1.4619883040935673,58.333333333333336,0.08067769261799113,0.0,0.0,3.42413050169284,1.0,9.090909090909092,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,3.0,2.0,0.226005725,-30.15522231,5.0,7.0,0.376676209,4.0,4.0,0.301340967,0.315706393,3725.78157048967,3558.35944028066,28.16587216880609,1955.50781210204,21.9098419289494,3.98577959422619,943.572871069265,51.133958270335654,46.28061687329906,1.2171152101602662,17.856062896885394,22.996673722407017,0.0,1063.28,AL,Conecuh,20.0,100.0,Low access,Population = 20% with low access,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Poverty,Individuals or households below the federal poverty line,Local Market,County with majority of businesses and consumers operating within local supply chains
0.091861106,0.091861106,17.6,36078.0,39.7,17.3,0.0,20.3,24.516252133091168,1168.30153574374,10581.0,33.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,11.842105263157894,2.5011165698972757,133.33333333333331,0.0,0.0,0.0,2.1795444394819117,0.0,16.666666666666664,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,0.0,1.0,0.0,-1.700232825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2837.242738337,2828.93033363739,24.588289612072103,752.859784419558,28.5433962377326,1.61086612308281,480.200947604602,65.89825808128954,30.8172285293353,1.9932403154519454,17.07253661495797,20.539041511396135,0.0,1063.28,AL,Coosa,10.0,20.0,Moderate access,10% = low-access < 20%,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Poverty,Individuals or households below the federal poverty line,Non-Local Market,County with strong economic dependence on external markets or imports
0.158252888,0.633011552,17.6,36355.0,34.0,14.7,2.0,22.3,9.980464049266544,1650.45389755504,37458.0,33.8,13.1,2.0,3.0,50.0,0.0531237,0.079126444,48.947618294,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,3.5204567078972406,1.7716431328996773,-46.400000000000006,0.053393133643013506,-34.72155480805173,0.0,-0.49447353112274156,1.0,25.0,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,10.0,6.0,0.26561836,-40.420952682,25.0,24.0,0.664045899,24.0,18.0,0.637484063,0.474758664,3334.14094787191,3769.12224820551,8.82865337712673,1150.60643395162,26.0884354843748,4.16684009891469,316.622294702244,84.07520190652721,12.405666622534092,1.2789620018535681,18.37415596451741,22.56851582152787,0.0,1063.28,AL,Covington,0.0,10.0,High access,<10% low-access,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Poverty,Individuals or households below the federal poverty line,Mixed Market,County with a balance between local and external business interactions
0.214638334,0.357730557,17.6,36759.0,39.7,16.5,1.0,19.9,37.96178977914188,2369.45173646396,13913.0,33.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,2.4347826086956523,0.35839724750913915,-66.66666666666666,0.07187522461007691,-0.9487529648530387,0.0,0.03583972475090531,0.0,-8.333333333333332,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,4.0,3.0,0.285225328,-24.747799957,3.0,5.0,0.213918996,9.0,6.0,0.641756988,0.429276669,5383.88640028219,5278.96648668747,38.71628362061117,2202.06704650467,35.682502908607,9.55612201925305,1288.96524869864,72.05522795915432,23.306486408744426,1.466992665036675,15.892420537897312,23.788292823241765,0.0,1063.28,AL,Crenshaw,20.0,100.0,Low access,Population = 20% with low access,Full-Service,Restaurants offrant un service complet à table,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Low Income,Households with income below 40% of the mean income,Local Market,County with majority of businesses and consumers operating within local supply chains
0.184526812,0.651994735,17.6,39290.0,33.4,14.4,1.0,19.4,7.3380969101382725,2500.31000115889,82471.0,30.1,11.9,4.0,3.0,-25.0,0.0497816,0.0369054,-25.865430747,4.0,0.9703046,0.9722159,0.9232891,4.0,4.0,4.0,4.0,3.687095166915795,3.3468534600741533,6.324110671936759,0.01212547440918626,-0.8402953765569402,100.0,-0.9928583870405988,1.0,-8.823529411764707,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,10.0,15.0,0.124453958,48.269138506,50.0,53.0,0.622269791,44.0,48.0,0.547597416,0.590485798,6295.38775878081,5900.27020156578,7.829499986046826,2535.50213869903,366.729690115207,55.3114820173487,33.5679093181861,92.73934780986494,1.021068079496555,4.2956993259209515,15.931646892022982,23.183593264184267,0.0,1063.28,AL,Cullman,0.0,10.0,High access,<10% low-access,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Low Income,Households with income below 40% of the mean income,Non-Local Market,County with strong economic dependence on external markets or imports
0.161668418,0.687090777,17.6,45294.0,36.5,14.1,2.0,18.5,27.933712995483674,5306.19421108412,49226.0,34.4,13.5,2.0,2.0,0.0,0.0401171,0.0404171,0.747716434,4.0,1.136671,0.9925836,1.0594,4.0,4.0,4.0,4.0,4.722792607802875,0.8147206104443208,127.77777777777777,0.04062893592816804,-2.1919310933247367,0.0,-1.6612351959303662,1.0,0.0,17.9,-0.3,6.8,7.3,0.5,8.5,9.3,7.0,8.0,0.140409997,15.140247353,33.0,34.0,0.661932844,31.0,30.0,0.621815702,0.606256568,13846.9598442195,14036.9701173605,27.555590623508984,5167.72367812397,1217.46517550996,157.249137960718,2721.59086700077,71.0533123718931,18.996636882848104,5.6138186304750155,13.450478597440846,24.829356629718813,0.0,1063.28,AL,Dale,20.0,100.0,Low access,Population = 20% with low access,Fast-Food,Restaurants à service rapide proposant des repas à emporter ou sur place,High Risk,Counties with obesity rate > 35% or diabetes rate > 10%,Low Income,Households with income below 40% of the mean income,Mixed Market,County with a balance between local and external business interactions
